drug_id,drug_name,treats,causes
DB09357,Dexpanthenol,rash; rash,
DB09372,Tannic acid,fever; sore throat; sore throat; rash; dermatitis; blisters; fever; rash; dermatitis,
DB09394,Phosphoric acid,,hematuria; hematuria
DB09396,Propoxyphene napsylate,pain,hypotension; depression; hypotension; depression
DB09397,Technetium Tc-99m sulfur colloid,reflux,fever; chills; perspiration; swelling; pain; burning; abdominal pain; dizziness; numbness; dyspnea; bronchospasm; hypotension; swelling; flushing; erythema; nausea; vomiting; abdominal pain; rash; urticaria; swelling; itching; erythema; flushing; blanching; fever; rash; urticaria; dyspnea; abdominal pain; hypotension; urticaria; anaphylaxis
DB09398,Sodium fluoride F-18,pain; back pain; bone pain; arthritis; bone pain; back pain; arthritis,
DB09407,Magnesium chloride,,lethargy; weakness; paralysis; weakness; hypotension; weakness; weakness; weakness; depression; hypotension; depression
DB09409,Magnesium acetate tetrahydrate,hypertension; constipation; hypertension,lethargy; weakness; paralysis; weakness; hypotension; nausea; vomiting; weakness; weakness; weakness; depression; hypotension; depression
DB09414,Dipotassium phosphate,,discomfort; nausea; vomiting; diarrhea; diarrhea
DB09422,Soybean oil,,spasm; nausea; vomiting; spasm; muscle spasm
DB09449,Sodium phosphate,constipation,dehydration; tetany; tachycardia; hypotension; tachycardia; hypotension
DB09459,Tartaric acid,,fever; chills; weakness; weakness; nausea; vomiting; diarrhea; weakness; weakness; weakness; fever; diarrhea
DB09460,Sodium carbonate,eczema; eczema,
DB09477,Enalaprilat,hypertension; hypertension,fever; fatigue; edema; dizziness; cough; hypotension; edema; constipation; anuria; rash; angioedema; fatigue; fatigue; fever; fatigue; rash; angioedema; cough; hypotension; anaphylaxis
DB09479,Rubidium chloride Rb-82,coronary artery disease,
DB09481,Magnesium carbonate,,weakness; weakness; weakness; weakness; weakness
DB09488,Acrivastine,sneezing; rhinorrhea; nasal congestion; rhinitis; pruritus; rhinitis,
DB09498,Strontium chloride Sr-89,pain; bone pain; bone pain,fever; chills; pain; cough; hoarseness; bruising; fever; cough; depression; thrombocytopenia; depression
DB09509,Samarium Sm-153 lexidronam pentasodium,pain; bone pain; bone pain,arrhythmia; arrhythmia; arrhythmia
DB09512,Simethicone,pain; discomfort; flatulence; gas,
DB09517,Sodium ferric gluconate complex,anemia,swelling; pain; hypotension; swelling; nausea; vomiting; diarrhea; swelling; diarrhea; hypotension
DB09534,Ecamsule,,discomfort; redness; dermatitis; itching; redness; dry skin; dry skin; dermatitis
DB09543,Methyl salicylate,pain; lumbago; sciatica; lumbago; sciatica,lethargy; edema; edema
DB09546,Iobenguane sulfate I-123,heart failure,
DB09555,Dexchlorpheniramine maleate,rhinitis; urticaria; angioedema; urticaria; angioedema; rhinitis; conjunctivitis; urticaria,depression; depression
DB09564,Insulin Degludec,diabetes,fluid retention; heart failure
DB09567,Olive oil,,fever; fever; anemia; thrombocytopenia
DB09570,Ixazomib,,hepatitis; hepatitis
DB10318,Varicella Zoster Vaccine (Live/Attenuated),herpes,
DB10400,Dermatophagoides farinae,rhinitis; rhinitis; conjunctivitis,
DB10401,Dermatophagoides pteronyssinus,rhinitis; rhinitis; conjunctivitis,
DB10552,Peach,pneumonia,nausea; vomiting; diarrhea; diarrhea
DB10804,Bacillus calmette-guerin substrain connaught live antigen,tumors,
DB10989,Hepatitis A Vaccine,hepatitis; hepatitis,
DB11058,Petrolatum,rash; rash,
DB11082,Coal tar,redness; eczema; itching; redness; flaking; eczema; psoriasis,
DB11092,Stannous fluoride,,dermatitis; blisters; dermatitis
DB11093,Calcium Citrate,,flatulence; constipation
DB11120,Turpentine,,headache; nausea; vomiting
DB11133,Omega-3 fatty acids,,vomiting; constipation
DB11135,Selenium,,fatigue; hypotension; nausea; vomiting; hair loss; fatigue; fatigue; fatigue; depression; irritability; hypotension; depression
DB11166,Antithrombin Alfa,,swelling; swelling; swelling
DB11228,Methyl cellulose,dehydration; constipation; irritable bowel syndrome,
DB11312,Protein C,purpura; purpura,
DB11330,Factor IX Complex (Human),hemophilia,
DB11362,Selexipag,hypertension; hypertension,
DB11363,Alectinib,lymphoma,fatigue; edema; myalgia; bradycardia; edema; constipation; myalgia; bradycardia; fatigue; fatigue; fatigue; myalgia
DB11365,Sennosides,constipation,
DB11366,Roquinimex,diabetes; leukemia,
DB11560,Lesinurad,gout,
DB11569,Ixekizumab,psoriasis,nausea
DB11574,Elbasvir,,fatigue; headache; nausea; fatigue; fatigue; fatigue
DB11575,Grazoprevir,,fatigue; headache; nausea; fatigue; fatigue; fatigue
DB11581,Venetoclax,leukemia,fatigue; nausea; diarrhea; fatigue; fatigue; fatigue; diarrhea; anemia; thrombocytopenia
DB11586,Asunaprevir,hepatitis; hepatitis,
DB11591,Bilastine,rhinitis; urticaria; urticaria; rhinitis; urticaria,pain; headache; abdominal pain; dizziness; abdominal pain; abdominal pain
DB11595,Atezolizumab,,pyrexia; fatigue; nausea; constipation; fatigue; fatigue; fatigue; urinary tract infection
DB11597,Human Rho(D) immune globulin,purpura; purpura,pyrexia; chills; malaise; pain; headache; dizziness; nausea; malaise; anemia
DB11601,Tuberculin Purified Protein Derivative,tuberculosis,pyrexia; pain; discomfort; syncope; dyspnea; syncope; erythema; rash; erythema; rash; dyspnea
DB11603,Human rabies virus immune globulin,,edema; edema; rash; rash
DB11604,Tetanus Immune Globulin,,edema; edema
DB11605,Myrrh,pain; cough; indigestion; indigestion; cough; asthma; asthma; syphilis,
DB11609,Normethadone,cough; cough,constipation; depression; depression
DB11611,Lifitegrast,,dysgeusia
DB11613,Velpatasvir,hepatitis; cirrhosis; hiv; hepatitis,
DB11614,Rupatadine,rhinitis; urticaria; urticaria; rhinitis; urticaria,
DB11621,Human Varicella-Zoster Immune Globulin,,edema; pain; headache; edema; rash; rash
DB11627,Hepatitis B Vaccine (Recombinant),hepatitis; cirrhosis; diabetes; anemia; hemophilia; hepatitis,
DB11660,Latanoprostene Bunod,pressure; hypertension; hypertension,edema; pain; eye pain; edema
DB11691,Naldemedine,constipation,pain; abdominal pain; nausea; vomiting; abdominal pain; diarrhea; diarrhea; abdominal pain
DB11699,Tropisetron,nausea; vomiting,
DB11703,Acalabrutinib,lymphoma,
DB11714,Durvalumab,,hepatitis; hyperthyroidism; diabetes; adrenal insufficiency; hepatitis
DB11737,Icotinib,,diarrhea; diarrhea
DB11776,Brodalumab,arthritis; arthritis; psoriasis,
DB11817,Baricitinib,arthritis; arthritis; rheumatoid arthritis,
DB11828,Neratinib,,fatigue; dehydration; pain; abdominal pain; nausea; vomiting; abdominal pain; diarrhea; fatigue; fatigue; fatigue; diarrhea; abdominal pain; cellulitis
DB11834,Guselkumab,psoriasis,
DB11943,Delafloxacin,,pressure; headache; dizziness; confusion; psychosis; nausea; vomiting; diarrhea; frequency; diarrhea; depression; anxiety; agitation; psychosis; paranoia; confusion; insomnia; neuropathy; depression
DB11945,Avelumab,,fatigue; edema; pain; edema; peripheral edema; nausea; diarrhea; rash; fatigue; fatigue; fatigue; rash; diarrhea; hepatitis; nephritis; hyperthyroidism; diabetes; adrenal insufficiency; hepatitis
DB11989,Benznidazole,,angioedema; angioedema; neuropathy
DB11994,Diacerein,osteoarthritis,
DB12023,Benralizumab,asthma; asthma,
DB12095,Telotristat,,constipation; depression; depression
DB12140,Dilmapimod,pain; arthritis; arthritis,
DB12159,Dupilumab,eczema; eczema,
DB12243,Edaravone,,hypertension; hypertension
DB12267,Brigatinib,tumors; lymphoma,vesicles
DB12323,Radotinib,leukemia,coronary artery disease
DB12442,Alvespimycin,tumors,fatigue; blurred vision; nausea; vomiting; fatigue; fatigue; fatigue
DB12483,Copanlisib,lymphoma,cysts
DB12598,Nafamostat,,dyspnea; dyspnea; anaphylaxis
DB12702,Velusetrag,,headache; nausea; vomiting; diarrhea; diarrhea
DB12834,Secnidazole,,lymphoma
DB12924,Ozenoxacin,,dermatitis; dermatitis; lymphoma
DB13025,Tiapride,psychosis; agitation; aggression; psychosis,
DB13139,Levosalbutamol,asthma; asthma,
DB13142,Calcium glubionate,tetany,anorexia; thirst; bradycardia; nausea; vomiting; constipation; anorexia; bradycardia; anorexia; anorexia
DB13144,Lenograstim,,dermatitis; dermatitis
DB13145,Nedaplatin,,nausea; vomiting; neuropathy
DB13150,Coagulation factor VII human,hemophilia,
DB13151,Anti-inhibitor coagulant complex,hemophilia,
DB13156,Inosine pranobex,herpes,
DB13158,Clobetasone,erythema; dermatitis; eczema; itchiness; erythema; dermatitis; eczema,
DB13163,Terpin hydrate,bronchitis; pneumonia,pain; abdominal pain; nausea; vomiting; abdominal pain; abdominal pain
DB13165,Ripasudil,hypertension; hypertension,abnormal sensation
DB13167,Alclofenac,arthritis; arthritis; rheumatoid arthritis,
DB13170,Plecanatide,secretions,
DB13173,Cerliponase alfa,ataxia; blindness; ataxia,pyrexia; seizure
DB13192,Antihemophilic factor human,hemophilia,hepatitis; hepatitis
DB13783,Acemetacin,swelling; pain; back pain; swelling; arthritis; back pain; swelling; arthritis; osteoarthritis; rheumatoid arthritis,heart failure; cirrhosis; nephritis
DB13872,Lormetazepam,insomnia,ataxia; hypotension; ataxia; depression; hypotension; depression
DB13874,Enasidenib,leukemia,
DB13878,Pibrentasvir,hepatitis; cirrhosis; hepatitis,
DB13879,Glecaprevir,hepatitis; cirrhosis; hepatitis,
DB13881,Tisagenlecleucel,leukemia,
DB13909,Bismuth Subgallate,flatulence,
DB13915,Axicabtagene ciloleucel,lymphoma,
DB13923,Emicizumab,hemophilia,arthralgia; arthralgia; arthralgia
DB13924,Varicella Zoster Vaccine (Recombinant),herpes,
DB13925,Dotatate gallium Ga-68,tumors,
DB13928,Semaglutide,diabetes,
DB13931,Netarsudil,pressure; hypertension; hypertension,pain; blurred vision; erythema; erythema; lymphoma
